Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,genre_pull
Transformers: Age of Extinction,(2014),PG-13,165 min,"
Action, Adventure, Sci-Fi            ","
When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.","

5.6
","
32        
        Metascore
            ","309,258",$245.44M,adventure
Cars,(2006),G,117 min,"
Animation, Adventure, Comedy            ","
A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.","

7.2
","
73        
        Metascore
            ","401,935",$244.08M,adventure
Twister,(I) (1996),PG-13,113 min,"
Action, Adventure, Thriller            ","
Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.","

6.4
","
68        
        Metascore
            ","191,569",$241.72M,adventure
Maleficent,(2014),PG,97 min,"
Adventure, Family, Fantasy            ","
A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","

7.0
","
56        
        Metascore
            ","366,518",$241.41M,adventure
Pirates of the Caribbean: On Stranger Tides,(2011),PG-13,136 min,"
Action, Adventure, Fantasy            ","
Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","

6.6
","
45        
        Metascore
            ","509,734",$241.06M,adventure
Shrek Forever After,(2010),PG,93 min,"
Animation, Adventure, Comedy            ","
Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.","

6.3
","
58        
        Metascore
            ","198,511",$238.37M,adventure
Brave,(2012),PG,93 min,"
Animation, Adventure, Comedy            ","
Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.","

7.1
","
69        
        Metascore
            ","399,133",$237.28M,adventure
Oz the Great and Powerful,(2013),PG,130 min,"
Adventure, Family, Fantasy            ","
A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.","

6.3
","
44        
        Metascore
            ","205,567",$234.91M,adventure
X-Men: The Last Stand,(2006),PG-13,104 min,"
Action, Adventure, Sci-Fi            ","
The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.","

6.7
","
58        
        Metascore
            ","505,756",$234.36M,adventure
War of the Worlds,(2005),PG-13,116 min,"
Action, Adventure, Sci-Fi            ","
An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.","

6.5
","
73        
        Metascore
            ","437,204",$234.28M,adventure
Fantastic Beasts and Where to Find Them,(2016),PG-13,132 min,"
Adventure, Family, Fantasy            ","
The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.","

7.3
","
66        
        Metascore
            ","446,266",$234.04M,adventure
X-Men: Days of Future Past,(2014),PG-13,132 min,"
Action, Adventure, Sci-Fi            ","
The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.","

8.0
","
75        
        Metascore
            ","693,868",$233.92M,adventure
Cast Away,(2000),PG-13,143 min,"
Adventure, Drama, Romance            ","
A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.","

7.8
","
73        
        Metascore
            ","571,725",$233.63M,adventure
Doctor Strange,(2016),PG-13,115 min,"
Action, Adventure, Fantasy            ","
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","

7.5
","
72        
        Metascore
            ","685,232",$232.64M,adventure
The Lost World: Jurassic Park,(1997),PG-13,129 min,"
Action, Adventure, Sci-Fi            ","
A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.","

6.5
","
59        
        Metascore
            ","403,667",$229.09M,adventure
Justice League,(2017),PG-13,120 min,"
Action, Adventure, Fantasy            ","
Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.","

6.1
","
45        
        Metascore
            ","437,419",$229.02M,adventure
Star Trek Into Darkness,(2013),PG-13,132 min,"
Action, Adventure, Sci-Fi            ","
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","

7.7
","
72        
        Metascore
            ","477,924",$228.78M,adventure
The Martian,(2015),PG-13,144 min,"
Adventure, Drama, Sci-Fi            ","
An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.","

8.0
","
80        
        Metascore
            ","821,647",$228.43M,adventure
Shang-Chi and the Legend of the Ten Rings,(2021),PG-13,132 min,"
Action, Adventure, Fantasy            ","
Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.","

7.5
","
71        
        Metascore
            ","336,781",$224.54M,adventure
WALL·E,(2008),G,98 min,"
Animation, Adventure, Family            ","
In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","

8.4
","
95        
        Metascore
            ","1,075,362",$223.81M,adventure
Big Hero 6,(2014),PG,102 min,"
Animation, Action, Adventure            ","
A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","

7.8
","
74        
        Metascore
            ","444,232",$222.53M,adventure
Mission: Impossible - Fallout,(2018),PG-13,147 min,"
Action, Adventure, Thriller            ","
Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","

7.7
","
86        
        Metascore
            ","318,407",$220.16M,adventure
National Treasure: Book of Secrets,(2007),PG,124 min,"
Action, Adventure, Mystery            ","
Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.","

6.5
","
48        
        Metascore
            ","231,574",$219.96M,adventure
Alvin and the Chipmunks: The Squeakquel,(2009),PG,88 min,"
Animation, Adventure, Comedy            ","
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","

4.5
","
41        
        Metascore
            ","47,886",$219.61M,adventure
King Kong,(2005),PG-13,187 min,"
Action, Adventure, Drama            ","
A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.","

7.2
","
81        
        Metascore
            ","414,307",$218.08M,adventure
How to Train Your Dragon,(2010),PG,98 min,"
Animation, Action, Adventure            ","
A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","

8.1
","
75        
        Metascore
            ","713,960",$217.58M,adventure
Aladdin,(1992),G,90 min,"
Animation, Adventure, Comedy            ","
A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.","

8.1
","
86        
        Metascore
            ","398,012",$217.35M,adventure
Alvin and the Chipmunks,(2007),PG,92 min,"
Animation, Adventure, Comedy            ","
Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.","

5.2
","
39        
        Metascore
            ","83,363",$217.33M,adventure
Ant-Man and the Wasp,(2018),PG-13,118 min,"
Action, Adventure, Comedy            ","
As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","

7.0
","
70        
        Metascore
            ","372,560",$216.65M,adventure
Madagascar 3: Europe's Most Wanted,(2012),PG,93 min,"
Animation, Adventure, Comedy            ","
The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.","

6.8
","
60        
        Metascore
            ","176,123",$216.39M,adventure
Kung Fu Panda,(2008),PG,92 min,"
Animation, Action, Adventure            ","
To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","

7.6
","
74        
        Metascore
            ","451,929",$215.43M,adventure
Mission: Impossible II,(2000),PG-13,123 min,"
Action, Adventure, Thriller            ","
IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","

6.1
","
59        
        Metascore
            ","332,617",$215.41M,adventure
