Title,Release Year,Certificate,Genres,IMDB Rating,Votes,Gross Revenue,genre_pull
Rocketman,(I) (2019),R,"
Biography, Drama, Musical            ","

7.3
","167,005",$96.37M,drama
Dead Poets Society,(1989),PG,"
Comedy, Drama            ","

8.1
","465,736",$95.86M,drama
Incredibles 2,(2018),PG,"
Animation, Action, Adventure            ","

7.6
","280,789",$608.58M,animation
The Lion King,(2019),PG,"
Animation, Adventure, Drama            ","

6.9
","234,712",$543.64M,animation
Finding Dory,(2016),PG,"
Animation, Adventure, Comedy            ","

7.3
","264,085",$486.30M,animation
Frozen II,(2019),PG,"
Animation, Adventure, Comedy            ","

6.8
","161,827",$477.37M,animation
Shrek 2,(2004),PG,"
Animation, Adventure, Comedy            ","

7.3
","447,215",$436.47M,animation
Toy Story 4,(2019),G,"
Animation, Adventure, Comedy            ","

7.7
","234,294",$434.04M,animation
The Lion King,(1994),G,"
Animation, Adventure, Drama            ","

8.5
","1,013,461",$422.78M,animation
Toy Story 3,(2010),G,"
Animation, Adventure, Comedy            ","

8.3
","806,012",$415.00M,animation
Frozen,(I) (2013),PG,"
Animation, Adventure, Comedy            ","

7.5
","606,597",$400.74M,animation
Finding Nemo,(2003),G,"
Animation, Adventure, Comedy            ","

8.2
","1,008,209",$380.84M,animation
The Secret Life of Pets,(2016),PG,"
Animation, Adventure, Comedy            ","

6.5
","196,494",$368.38M,animation
Despicable Me 2,(2013),PG,"
Animation, Adventure, Comedy            ","

7.3
","388,856",$368.06M,animation
Inside Out,(I) (2015),PG,"
Animation, Adventure, Comedy            ","

8.2
","678,629",$356.46M,animation
Zootopia,(2016),PG,"
Animation, Adventure, Comedy            ","

8.0
","475,523",$341.27M,animation
Minions,(2015),PG,"
Animation, Adventure, Comedy            ","

6.4
","227,358",$336.05M,animation
Shrek the Third,(2007),PG,"
Animation, Adventure, Comedy            ","

6.1
","297,971",$320.71M,animation
Up,(2009),PG,"
Animation, Adventure, Comedy            ","

8.3
","1,003,864",$293.00M,animation
"Monsters, Inc.",(2001),G,"
Animation, Adventure, Comedy            ","

8.1
","874,494",$289.92M,animation
The Grinch,(2018),PG,"
Animation, Adventure, Comedy            ","

6.3
","67,342",$270.62M,animation
Sing,(2016),PG,"
Animation, Comedy, Family            ","

7.1
","159,044",$270.40M,animation
Monsters University,(2013),G,"
Animation, Adventure, Comedy            ","

7.3
","346,854",$268.49M,animation
Shrek,(2001),PG,"
Animation, Adventure, Comedy            ","

7.9
","653,335",$267.67M,animation
Despicable Me 3,(2017),PG,"
Animation, Adventure, Comedy            ","

6.3
","127,536",$264.62M,animation
The Incredibles,(2004),PG,"
Animation, Action, Adventure            ","

8.1
","698,847",$261.44M,animation
The Lego Movie,(2014),PG,"
Animation, Action, Adventure            ","

7.7
","342,694",$257.76M,animation
Despicable Me,(2010),PG,"
Animation, Adventure, Comedy            ","

7.6
","529,061",$251.51M,animation
Moana,(I) (2016),PG,"
Animation, Adventure, Comedy            ","

7.6
","314,668",$248.76M,animation
Toy Story 2,(1999),G,"
Animation, Adventure, Comedy            ","

7.9
","561,292",$245.85M,animation
Cars,(2006),G,"
Animation, Adventure, Comedy            ","

7.2
","400,716",$244.08M,animation
Shrek Forever After,(2010),PG,"
Animation, Adventure, Comedy            ","

6.3
","198,069",$238.37M,animation
Brave,(2012),PG,"
Animation, Adventure, Comedy            ","

7.1
","398,265",$237.28M,animation
WALL·E,(2008),G,"
Animation, Adventure, Family            ","

8.4
","1,072,810",$223.81M,animation
Big Hero 6,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","443,130",$222.53M,animation
Alvin and the Chipmunks: The Squeakquel,(2009),PG,"
Animation, Adventure, Comedy            ","

4.5
","47,756",$219.61M,animation
Beauty and the Beast,(1991),G,"
Animation, Family, Fantasy            ","

8.1
","436,632",$218.97M,animation
How to Train Your Dragon,(2010),PG,"
Animation, Action, Adventure            ","

8.1
","712,391",$217.58M,animation
Aladdin,(1992),G,"
Animation, Adventure, Comedy            ","

8.1
","396,569",$217.35M,animation
Alvin and the Chipmunks,(2007),PG,"
Animation, Adventure, Comedy            ","

5.2
","83,164",$217.33M,animation
Madagascar 3: Europe's Most Wanted,(2012),PG,"
Animation, Adventure, Comedy            ","

6.8
","175,776",$216.39M,animation
Kung Fu Panda,(2008),PG,"
Animation, Action, Adventure            ","

7.6
","450,914",$215.43M,animation
The Lorax,(2012),PG,"
Animation, Adventure, Comedy            ","

6.4
","108,536",$214.03M,animation
Coco,(I) (2017),PG,"
Animation, Adventure, Comedy            ","

8.4
","466,098",$209.73M,animation
Ratatouille,(2007),G,"
Animation, Adventure, Comedy            ","

8.1
","690,285",$206.45M,animation
Ralph Breaks the Internet,(2018),PG,"
Animation, Adventure, Comedy            ","

7.0
","151,964",$201.09M,animation
Tangled,(2010),PG,"
Animation, Adventure, Comedy            ","

7.8
","435,787",$200.82M,animation
Monsters vs. Aliens,(2009),PG,"
Animation, Action, Adventure            ","

6.5
","157,690",$198.35M,animation
Happy Feet,(2006),PG,"
Animation, Adventure, Comedy            ","

6.4
","181,242",$198.00M,animation
Ice Age: Dawn of the Dinosaurs,(2009),PG,"
Animation, Adventure, Comedy            ","

6.9
","238,744",$196.57M,animation
Ice Age: The Meltdown,(2006),PG,"
Animation, Adventure, Comedy            ","

6.8
","271,520",$195.33M,animation
Madagascar,(2005),PG,"
Animation, Adventure, Comedy            ","

6.9
","390,304",$193.60M,animation
Toy Story,(1995),G,"
Animation, Adventure, Comedy            ","

8.3
","953,675",$191.80M,animation
Cars 2,(2011),G,"
Animation, Adventure, Comedy            ","

6.2
","178,897",$191.45M,animation
Spider-Man: Into the Spider-Verse,(2018),PG,"
Animation, Action, Adventure            ","

8.4
","475,429",$190.24M,animation
Wreck-It Ralph,(2012),PG,"
Animation, Adventure, Comedy            ","

7.7
","407,481",$189.42M,animation
The Croods,(2013),PG,"
Animation, Adventure, Comedy            ","

7.2
","208,474",$187.17M,animation
Snow White and the Seven Dwarfs,(1937),Approved,"
Animation, Adventure, Family            ","

7.6
","193,876",$184.93M,animation
The Polar Express,(2004),G,"
Animation, Adventure, Comedy            ","

6.6
","200,046",$183.37M,animation
The Simpsons Movie,(2007),PG-13,"
Animation, Adventure, Comedy            ","

7.3
","323,081",$183.14M,animation
Madagascar: Escape 2 Africa,(2008),PG,"
Animation, Adventure, Comedy            ","

6.7
","220,293",$180.01M,animation
Home,(II) (2015),PG,"
Animation, Adventure, Comedy            ","

6.6
","99,802",$177.40M,animation
How to Train Your Dragon 2,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","324,555",$177.00M,animation
Ice Age,(2002),PG,"
Animation, Adventure, Comedy            ","

7.5
","469,232",$176.39M,animation
The Lego Batman Movie,(2017),PG,"
Animation, Action, Adventure            ","

7.3
","142,710",$175.75M,animation
The Boss Baby,(2017),PG,"
Animation, Adventure, Comedy            ","

6.3
","121,667",$175.00M,animation
Tarzan,(1999),G,"
Animation, Adventure, Comedy            ","

7.3
","218,710",$171.09M,animation
Hotel Transylvania 2,(2015),PG,"
Animation, Adventure, Comedy            ","

6.7
","122,180",$169.70M,animation
Hotel Transylvania 3: Summer Vacation,(2018),PG,"
Animation, Adventure, Comedy            ","

6.3
","69,928",$167.51M,animation
Kung Fu Panda 2,(2011),PG,"
Animation, Action, Adventure            ","

7.2
","273,684",$165.25M,animation
The SpongeBob Movie: Sponge Out of Water,(2015),PG,"
Animation, Adventure, Comedy            ","

6.0
","53,792",$162.99M,animation
A Bug's Life,(1998),G,"
Animation, Adventure, Comedy            ","

7.2
","284,065",$162.80M,animation
Ice Age: Continental Drift,(2012),PG,"
Animation, Adventure, Comedy            ","

6.5
","204,089",$161.32M,animation
Shark Tale,(2004),PG,"
Animation, Adventure, Comedy            ","

6.0
","178,142",$160.86M,animation
How to Train Your Dragon: The Hidden World,(2019),PG,"
Animation, Action, Adventure            ","

7.4
","120,909",$160.80M,animation
The Secret Life of Pets 2,(2019),PG,"
Animation, Adventure, Comedy            ","

6.5
","59,408",$158.87M,animation
Who Framed Roger Rabbit,(1988),PG,"
Animation, Adventure, Comedy            ","

7.7
","195,254",$156.45M,animation
Over the Hedge,(2006),PG,"
Animation, Adventure, Comedy            ","

6.7
","170,617",$155.02M,animation
Horton Hears a Who!,(2008),G,"
Animation, Adventure, Comedy            ","

6.8
","137,275",$154.53M,animation
Trolls,(2016),PG,"
Animation, Adventure, Comedy            ","

6.5
","79,251",$153.71M,animation
Cars 3,(2017),G,"
Animation, Adventure, Comedy            ","

6.7
","91,163",$152.90M,animation
Puss in Boots,(2011),PG,"
Animation, Adventure, Comedy            ","

6.6
","154,342",$149.26M,animation
Megamind,(2010),PG,"
Animation, Action, Comedy            ","

7.3
","249,526",$148.42M,animation
Hotel Transylvania,(2012),PG,"
Animation, Comedy, Family            ","

7.1
","246,690",$148.31M,animation
Lilo & Stitch,(2002),PG,"
Animation, Adventure, Comedy            ","

7.3
","182,970",$145.79M,animation
One Hundred and One Dalmatians,(1961),G,"
Animation, Adventure, Comedy            ","

7.3
","163,581",$144.88M,animation
Rio,(2011),G,"
Animation, Adventure, Comedy            ","

6.9
","221,055",$143.62M,animation
Kung Fu Panda 3,(2016),PG,"
Animation, Action, Adventure            ","

7.1
","150,406",$143.53M,animation
The Smurfs,(2011),PG,"
Animation, Adventure, Comedy            ","

5.4
","88,666",$142.61M,animation
The Jungle Book,(1967),G,"
Animation, Adventure, Comedy            ","

7.6
","177,147",$141.84M,animation
Pocahontas,(I) (1995),G,"
Animation, Adventure, Drama            ","

6.7
","181,703",$141.60M,animation
A Christmas Carol,(2009),PG,"
Animation, Adventure, Comedy            ","

6.8
","112,471",$137.86M,animation
Dinosaur,(2000),PG,"
Animation, Adventure, Drama            ","

6.4
","58,819",$137.75M,animation
Chicken Little,(2005),G,"
Animation, Adventure, Comedy            ","

5.7
","90,683",$135.39M,animation
Alvin and the Chipmunks: Chipwrecked,(2011),G,"
Animation, Adventure, Comedy            ","

4.3
","34,436",$133.11M,animation
Rio 2,(2014),G,"
Animation, Adventure, Comedy            ","

6.3
","87,610",$131.54M,animation
The Peanuts Movie,(2015),G,"
Animation, Adventure, Comedy            ","

7.0
","45,078",$130.18M,animation
Robots,(2005),PG,"
Animation, Adventure, Comedy            ","

6.4
","142,669",$128.20M,animation
Enchanted,(2007),PG,"
Animation, Adventure, Comedy            ","

7.1
","193,446",$127.81M,animation
Bee Movie,(2007),PG,"
Animation, Adventure, Comedy            ","

6.1
","156,143",$126.63M,animation
Cloudy with a Chance of Meatballs,(2009),PG,"
Animation, Adventure, Comedy            ","

7.0
","223,507",$124.87M,animation
Rango,(2011),PG,"
Animation, Action, Adventure            ","

7.2
","255,192",$123.48M,animation
The Good Dinosaur,(2015),PG,"
Animation, Adventure, Comedy            ","

6.7
","111,398",$123.09M,animation
Mulan,(1998),G,"
Animation, Adventure, Comedy            ","

7.6
","276,899",$120.62M,animation
Cloudy with a Chance of Meatballs 2,(2013),PG,"
Animation, Adventure, Comedy            ","

6.4
","99,440",$119.79M,animation
G-Force,(2009),PG,"
Animation, Action, Adventure            ","

5.1
","45,726",$119.44M,animation
Peter Rabbit,(2018),PG,"
Animation, Adventure, Comedy            ","

6.6
","41,351",$115.25M,animation
Bolt,(2008),PG,"
Animation, Adventure, Comedy            ","

6.9
","204,092",$114.05M,animation
The Little Mermaid,(1989),G,"
Animation, Adventure, Comedy            ","

7.6
","253,453",$111.54M,animation
Mr. Peabody & Sherman,(2014),PG,"
Animation, Adventure, Comedy            ","

6.8
","68,129",$111.51M,animation
Hop,(2011),PG,"
Animation, Adventure, Comedy            ","

5.4
","33,436",$108.09M,animation
Epic,(2013),PG,"
Animation, Action, Adventure            ","

6.6
","103,992",$107.52M,animation
Angry Birds,(2016),PG,"
Animation, Action, Adventure            ","

6.3
","89,179",$107.51M,animation
Chicken Run,(2000),G,"
Animation, Adventure, Comedy            ","

7.1
","187,148",$106.83M,animation
The Lego Movie 2: The Second Part,(2019),PG,"
Animation, Adventure, Comedy            ","

6.6
","62,916",$105.81M,animation
The Princess and the Frog,(2009),G,"
Animation, Adventure, Comedy            ","

7.1
","137,787",$104.40M,animation
Rise of the Guardians,(2012),PG,"
Animation, Action, Adventure            ","

7.3
","169,786",$103.41M,animation
Bambi,(1942),G,"
Animation, Adventure, Drama            ","

7.3
","139,391",$102.80M,animation
The Prince of Egypt,(1998),PG,"
Animation, Adventure, Drama            ","

7.1
","127,909",$101.22M,animation
The Hunchback of Notre Dame,(1996),G,"
Animation, Drama, Family            ","

7.0
","152,627",$100.14M,animation
The Addams Family,(2019),PG,"
Animation, Comedy, Family            ","

5.8
","36,950",$100.04M,animation
Gnomeo & Juliet,(2011),G,"
Animation, Adventure, Comedy            ","

5.9
","55,054",$99.97M,animation
Christopher Robin,(2018),PG,"
Animation, Adventure, Comedy            ","

7.2
","75,360",$99.22M,animation
Hercules,(1997),G,"
Animation, Adventure, Comedy            ","

7.3
","222,433",$99.05M,animation
Meet the Robinsons,(2007),G,"
Animation, Adventure, Comedy            ","

6.8
","96,236",$97.82M,animation
Sausage Party,(2016),R,"
Animation, Adventure, Comedy            ","

6.1
","188,976",$97.69M,animation
Lady and the Tramp,(1955),G,"
Animation, Adventure, Comedy            ","

7.3
","131,865",$93.60M,animation
Antz,(1998),PG,"
Animation, Adventure, Comedy            ","

6.6
","152,748",$90.76M,animation
Space Jam,(1996),PG,"
Animation, Adventure, Comedy            ","

6.5
","193,170",$90.46M,animation
Planes,(2013),PG,"
Animation, Adventure, Comedy            ","

5.7
","44,511",$90.29M,animation
The Emperor's New Groove,(2000),G,"
Animation, Adventure, Comedy            ","

7.4
","196,023",$89.30M,animation
Peter Pan,(1953),G,"
Animation, Adventure, Family            ","

7.3
","135,779",$87.40M,animation
The Emoji Movie,(2017),PG,"
Animation, Adventure, Comedy            ","

3.3
","62,172",$86.09M,animation
Pokémon: The First Movie - Mewtwo Strikes Back,(1998),G,"
Animation, Action, Adventure            ","

6.2
","42,470",$85.74M,animation
The SpongeBob SquarePants Movie,(2004),PG,"
Animation, Adventure, Comedy            ","

7.1
","87,504",$85.42M,animation
Brother Bear,(2003),G,"
Animation, Adventure, Comedy            ","

6.8
","106,515",$85.34M,animation
Open Season,(2006),PG,"
Animation, Adventure, Comedy            ","

6.1
","93,659",$85.11M,animation
Cinderella,(1950),G,"
Animation, Family, Fantasy            ","

7.3
","155,764",$85.00M,animation
Ferdinand,(2017),PG,"
Animation, Adventure, Comedy            ","

6.7
","54,981",$84.41M,animation
Pinocchio,(1940),G,"
Animation, Adventure, Comedy            ","

7.5
","140,737",$84.25M,animation
Atlantis: The Lost Empire,(2001),PG,"
Animation, Action, Adventure            ","

6.9
","114,751",$84.05M,animation
Penguins of Madagascar,(2014),PG,"
Animation, Adventure, Comedy            ","

6.7
","87,678",$83.35M,animation
Smallfoot,(2018),PG,"
Animation, Adventure, Comedy            ","

6.6
","38,353",$83.24M,animation
Turbo,(2013),PG,"
Animation, Adventure, Comedy            ","

6.4
","93,495",$83.03M,animation
Beowulf,(2007),PG-13,"
Animation, Action, Adventure            ","

6.3
","166,690",$82.16M,animation
Jimmy Neutron: Boy Genius,(2001),G,"
Animation, Action, Adventure            ","

6.0
","33,693",$80.94M,animation
The Adventures of Tintin,(2011),PG,"
Animation, Action, Adventure            ","

7.3
","227,121",$77.59M,animation
Fantasia,(1940),G,"
Animation, Family, Fantasy            ","

7.7
","93,957",$76.41M,animation
Garfield,(2004),PG,"
Animation, Adventure, Comedy            ","

5.0
","84,721",$75.37M,animation
Coraline,(2009),PG,"
Animation, Drama, Family            ","

7.7
","216,657",$75.29M,animation
The Nightmare Before Christmas,(1993),PG,"
Animation, Family, Fantasy            ","

8.0
","324,581",$75.08M,animation
Oliver & Company,(1988),G,"
Animation, Adventure, Comedy            ","

6.7
","47,428",$74.15M,animation
Captain Underpants: The First Epic Movie,(2017),PG,"
Animation, Action, Adventure            ","

6.2
","27,470",$73.92M,animation
Monster House,(2006),PG,"
Animation, Comedy, Family            ","

6.6
","113,410",$73.66M,animation
Spirit: Stallion of the Cimarron,(2002),G,"
Animation, Adventure, Drama            ","

7.2
","73,548",$73.28M,animation
Barnyard,(2006),PG,"
Animation, Adventure, Comedy            ","

5.6
","30,391",$72.78M,animation
Storks,(2016),PG,"
Animation, Adventure, Comedy            ","

6.8
","60,857",$72.68M,animation
The Rescuers,(1977),G,"
Animation, Adventure, Comedy            ","

6.9
","62,592",$71.22M,animation
The Smurfs 2,(2013),PG,"
Animation, Adventure, Comedy            ","

5.3
","41,184",$71.02M,animation
Spies in Disguise,(2019),PG,"
Animation, Action, Adventure            ","

6.8
","45,494",$66.76M,animation
Stuart Little 2,(2002),PG,"
Animation, Adventure, Comedy            ","

5.5
","53,389",$64.96M,animation
Flushed Away,(2006),PG,"
Animation, Action, Adventure            ","

6.6
","122,247",$64.67M,animation
The Nut Job,(I) (2014),PG,"
Animation, Adventure, Comedy            ","

5.7
","28,117",$64.25M,animation
Ice Age: Collision Course,(2016),PG,"
Animation, Adventure, Comedy            ","

5.7
","64,182",$64.06M,animation
Happy Feet Two,(2011),PG,"
Animation, Adventure, Comedy            ","

5.9
","44,205",$64.01M,animation
The Fox and the Hound,(1981),G,"
Animation, Adventure, Drama            ","

7.3
","90,813",$63.46M,animation
Beavis and Butt-Head Do America,(1996),PG-13,"
Animation, Adventure, Comedy            ","

6.8
","54,993",$63.07M,animation
